manufacturer,model,price,car_details_url,fuel_type,vehicle_chasis
Mazda,6 Sportbreak,"€ 684,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/mazda/6-sportbreak,Benzine,Stationwagen
Mercedes-Benz,CLA Shooting Brake MHEV,"€ 689,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/mercedes-benz/cla-shooting-brake-mhev,Benzine,Stationwagen
Citroen,C5 X PHEV,"€ 689,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/citroen/c5-x-phev,Elektriciteit / benzine,Hatchback
Xpeng,P7 Elektrisch,"€ 699,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/xpeng/p7-ev,Elektriciteit,Sedan
Toyota,RAV4 Hybrid,"€ 699,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/toyota/rav4-hybrid,Hybride benzine,SUV
Polestar,2 Elektrisch,"€ 699,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/polestar/2-ev,Elektriciteit,hatchback
BMW,X1,"€ 709,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/x1,Benzine,SUV
Audi,Q4 e-tron Elektrisch,"€ 709,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/audi/q4-e-tron-ev,Elektriciteit,SUV
BMW,iX1 Elektrisch,"€ 714,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/ix1-ev,Elektriciteit,SUV
Mercedes-Benz,CLA Shooting Brake PHEV,"€ 719,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/mercedes-benz/cla-shooting-brake-phev,Elektriciteit/Benzine,Stationwagen
Skoda,Kodiaq,"€ 729,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=S781PT&condition=occasion,Benzine,SUV
Skoda,Kodiaq,"€ 729,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/skoda/kodiaq,Benzine,SUV
Nissan,X-Trail Hybrid,"€ 729,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/nissan/x-trail-hybrid,Hybride benzine,SUV
Mazda,CX-60 PHEV,"€ 734,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/mazda/cx-60-phev,Elektriciteit / benzine,SUV
BMW,3 Serie Sedan PHEV,"€ 739,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/3-serie-sedan-phev,,
BMW,3 Serie Sedan,"€ 739,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/3-serie-sedan,Benzine,Sedan
BMW,X1 PHEV,"€ 744,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/x1-phev,Elektriciteit / benzine,SUV
Mercedes-Benz,C-Klasse Limousine PHEV,"€ 749,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=RS294J&condition=occasion,Benzine plug-in hybride,Sedan
VinFast,VF 8 Elektrisch,"€ 749,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/vinfast/vf-8-ev,Elektriciteit,SUV
Peugeot,508 PHEV,"€ 749,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/peugeot/508-phev,Elektriciteit / benzine,Hatchback
BMW,i4 Elektrisch,"€ 749,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/i4-ev,Elektriciteit,Hatchback
BMW,iX2 Elektrisch,"€ 749,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/ix2-ev,Elektriciteit,SUV
Subaru,Solterra Elektrisch,"€ 769,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/subaru/solterra-ev,Elektriciteit,SUV
Peugeot,508 SW PHEV,"€ 769,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/peugeot/508-sw-phev,Elektriciteit / benzine,Stationwagen
Volvo,V60 MHEV,"€ 789,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/volvo/v60-mhev,Benzine,Stationwagen
Toyota,RAV4 PHEV,"€ 789,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/toyota/rav4-phev,Elektriciteit / benzine,SUV
BMW,3 Serie Touring PHEV,"€ 789,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/3-serie-touring-phev,Elektriciteit / benzine,Stationwagen
Xpeng,G9 Elektrisch,"€ 799,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/xpeng/g9-ev,Elektriciteit,SUV
BMW,3 Serie Touring,"€ 799,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/3-serie-touring,Benzine,Stationwagen
Kia,EV9 Elektrisch,"€ 819,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/kia/ev9-ev,Elektriciteit,SUV
Zeekr,001 Elektrisch,"€ 829,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/zeekr/001-ev,Elektriciteit,Hatchback
Volvo,V60 PHEV,"€ 844,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/volvo/v60-phev,Benzine,Stationwagen
Lexus,ES 300h Hybrid,"€ 909,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/lexus/es-300h-hybrid,Hybride benzine,Sedan
BMW,X3 PHEV,"€ 939,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/x3-phev,Elektriciteit / benzine,SUV
Alfa Romeo,Giulia,"€ 944,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/alfa-romeo/giulia,Benzine,Sedan
BMW,i5 Elektrisch,"€ 959,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/bmw/i5-ev,Elektriciteit,Sedan
Land Rover,Range Rover Evoque PHEV,"€ 969,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/land-rover/range-rover-evoque-phev,Elektriciteit / benzine,SUV
Volvo,XC60 PHEV,"€ 1.019,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/volvo/xc60-phev,Benzine,SUV
Alfa Romeo,Stelvio,"€ 1.129,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanbod/alfa-romeo/stelvio,Benzine,SUV 5deurs
Nissan,Leaf Elektrisch,"€ 364,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XJ991L&condition=occasion,Volledig elektrisch,Hatchback
Nissan,Leaf Elektrisch,"€ 364,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG362Z&condition=occasion,Volledig elektrisch,Hatchback
Nissan,Leaf Elektrisch,"€ 414,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G211VK&condition=occasion,Volledig elektrisch,Hatchback
Hyundai,KONA Elektrisch,"€ 434,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G348VG&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 434,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G817RT&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 434,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G986JF&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 434,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XJ452X&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G099RG&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G136PN&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G593JD&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XX455P&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZD732T&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZT440H&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZV451S&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 464,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=J968ZR&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XJ923Z&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XJ970Z&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XJ971Z&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XK011G&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TL098T&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TN758N&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TP644H&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TV793P&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TV801P&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XK300D&condition=occasion,Volledig elektrisch,SUV
Hyundai,KONA Elektrisch,"€ 469,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XK704L&condition=occasion,Volledig elektrisch,SUV
Tesla,Model 3 Elektrisch,"€ 434,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G313DZ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 439,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZR336R&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 449,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G270PJ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G050XK&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G194ZB&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XT453N&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XV323L&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZP009F&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G248XJ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G844PZ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 494,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XT794G&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 494,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=ZJ847H&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 494,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G389XJ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 494,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G876VZ&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 499,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G101RG&condition=occasion,Volledig elektrisch,Sedan
Tesla,Model 3 Elektrisch,"€ 514,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G901DR&condition=occasion,Volledig elektrisch,Sedan
Kia,e-Niro Elektrisch,"€ 439,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G307GJ&condition=occasion,Volledig elektrisch,Hatchback
Kia,e-Niro Elektrisch,"€ 439,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=G793SR&condition=occasion,Volledig elektrisch,Hatchback
Kia,e-Niro Elektrisch,"€ 479,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XL453B&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 529,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG575T&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 534,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG066P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 534,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG162P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 534,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG233P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 534,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG330P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 534,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG596T&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 544,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD087F&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 549,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG169P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 549,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG271K&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 549,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG325P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 549,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG984J&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 559,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD474R&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 559,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD494R&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 559,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD773F&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 559,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XF754G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 559,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XF899G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 564,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD228G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 564,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG068S&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 564,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG136L&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 564,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG328P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 569,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD812R&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 569,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XF734D&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 584,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD190G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 589,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XB598G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 594,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG986J&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 594,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG987J&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 594,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG327P&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 594,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG342G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 594,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG359G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 614,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XB228G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 614,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XB588G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 679,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XB633G&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 684,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XG519F&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 704,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=TB634T&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 704,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XD861F&condition=occasion,Volledig elektrisch,Hatchback
Tesla,Model S Elektrisch,"€ 719,-",https://www.anwb.nl/auto/private-lease/anwb-private-lease/aanvragen/samenstelling-auto-en-contract?carId=XB307G&condition=occasion,Volledig elektrisch,Hatchback
